No.,x_m,y_m,z_m,official_velocity_ratio,predicted_velocity_ratio,speed_lbm,solid_corner_neighbors_max,samples
46,-121.000000,-56.500000,2.000000,0.18000000,0.27140079,0.01093480,2,19
47,-96.500000,-59.500000,2.000000,0.20000000,0.00940628,0.00037898,4,19
48,-77.000000,-59.000000,2.000000,0.36000000,0.29795161,0.01200453,2,19
49,-59.500000,-51.500000,2.000000,0.30000002,0.22117735,0.00891128,2,19
50,-45.500000,-45.000000,2.000000,0.26000000,0.03874945,0.00156122,3,19
51,-24.500000,-19.500000,2.000000,0.69000000,0.18837660,0.00758973,2,19
52,-31.000000,-23.500000,2.000000,0.63000000,0.07910686,0.00318723,2,19
53,-24.500000,-38.000000,2.000000,0.57000000,0.11356115,0.00457540,2,19
54,-20.000000,-30.500000,2.000000,0.58999996,0.02744947,0.00110595,4,19
55,-11.000000,-50.000000,2.000000,0.38000000,0.25946463,0.01045389,2,19
56,38.000000,5.500000,2.000000,0.67000000,0.16514730,0.00665382,2,19
57,74.000000,22.000000,2.000000,0.34000000,0.29865443,0.01203285,0,19
58,63.000000,0.500000,2.000000,0.85000000,0.03331853,0.00134241,4,19
59,50.500000,-22.500000,2.000000,0.42000000,0.11924557,0.00480443,2,19
60,88.500000,-6.000000,2.000000,0.73000000,0.33144681,0.01335406,0,19
61,31.000000,0.000000,2.000000,0.54000004,0.01600578,0.00064488,4,19
62,39.500000,-20.000000,2.000000,0.69000000,0.02651571,0.00106832,4,19
63,92.500000,20.000000,2.000000,0.40000000,0.19265643,0.00776217,2,19
64,100.500000,3.500000,2.000000,0.44000000,0.27345115,0.01101741,0,19
65,-83.000000,-94.000000,2.000000,0.30000002,0.03516543,0.00141682,4,19
66,-49.500000,-78.500000,2.000000,0.32000000,0.01156846,0.00046610,4,19
67,-10.000000,-59.500000,2.000000,0.50000000,0.43754268,0.01762869,0,19
68,1.000000,-54.000000,2.000000,0.28000000,0.03072094,0.00123775,4,19
69,26.000000,-43.000000,2.000000,0.24000000,0.41398322,0.01667947,2,19
70,46.500000,-33.500000,2.000000,0.34000000,0.03950208,0.00159155,4,19
71,66.500000,-24.500000,2.000000,0.50000000,0.07561300,0.00304646,2,19
72,82.000000,-17.500000,2.000000,0.38000000,0.03189242,0.00128495,4,19
73,98.500000,-9.500000,2.000000,0.52000000,0.15700728,0.00632586,2,19
74,56.500000,-54.500000,2.000000,0.26000000,0.01726413,0.00069558,2,19
75,109.000000,-17.500000,2.000000,0.63000000,0.04462623,0.00179800,4,19
76,116.000000,-30.500000,2.000000,0.50000000,0.12471138,0.00502465,2,19
77,5.000000,-94.000000,2.000000,0.46000000,0.11834767,0.00476825,2,19
78,45.500000,-86.500000,2.000000,0.28000000,0.22072326,0.00889299,2,19
79,81.500000,-69.500000,2.000000,0.32000000,0.47149815,0.01899676,0,19
80,125.000000,-49.500000,2.000000,0.54000004,0.17551031,0.00707135,2,19
